frame_abs,frame_rel,time_s,mask_pixels,mask_ratio,temp_mean,temp_min,temp_max
2288,1508,91.520,100415,5.23,53.51,20.15,235.65
2289,1509,91.560,107208,5.58,59.50,20.15,238.95
2290,1510,91.600,113190,5.90,66.47,19.65,249.25
2291,1511,91.640,107407,5.59,68.18,20.15,251.25
2292,1512,91.680,121268,6.32,86.11,20.15,253.45
2293,1513,91.720,108012,5.63,90.78,20.15,256.55
2294,1514,91.760,113526,5.91,101.40,20.15,257.85
2295,1515,91.800,102229,5.32,101.65,20.15,257.85
2296,1516,91.840,80259,4.18,94.34,20.15,244.25
2297,1517,91.880,70956,3.70,80.38,20.15,243.35
2298,1518,91.920,124611,6.49,71.68,20.15,252.65
2299,1519,91.960,80958,4.22,34.88,20.15,134.35
2300,1520,92.000,81349,4.24,34.73,20.55,89.25
2301,1521,92.040,78754,4.10,35.20,20.95,107.95
2302,1522,92.080,76307,3.97,33.79,20.15,79.45
2303,1523,92.120,73037,3.80,33.54,19.65,97.45
2304,1524,92.160,101107,5.27,41.71,20.95,179.55
2305,1525,92.200,96679,5.04,40.89,20.55,179.05
2306,1526,92.240,83162,4.33,39.74,20.15,204.35
2307,1527,92.280,100405,5.23,57.84,20.55,236.25
2308,1528,92.320,99536,5.18,68.13,20.55,236.25
2309,1529,92.360,97482,5.08,77.07,20.55,237.25
2310,1530,92.400,91246,4.75,71.83,20.95,235.45
2311,1531,92.440,87538,4.56,69.98,21.75,237.55
2312,1532,92.480,89351,4.65,65.72,21.75,240.15
2313,1533,92.520,96371,5.02,58.45,21.45,240.15
2314,1534,92.560,98579,5.13,53.08,20.95,234.55
2315,1535,92.600,96644,5.03,56.50,20.95,235.65
2316,1536,92.640,78976,4.11,36.09,20.95,139.75
2317,1537,92.680,76336,3.98,33.70,20.55,138.35
2318,1538,92.720,77472,4.04,32.86,20.15,128.85
2319,1539,92.760,81753,4.26,31.72,20.15,125.05
2320,1540,92.800,83920,4.37,29.74,20.15,54.75
2321,1541,92.840,88334,4.60,29.82,20.15,59.65
2322,1542,92.880,91342,4.76,30.55,20.15,71.75
2323,1543,92.920,93017,4.84,30.70,19.65,76.35
2324,1544,92.960,100544,5.24,32.08,20.15,107.45
2325,1545,93.000,104719,5.45,33.70,18.85,137.35
2326,1546,93.040,108905,5.67,38.25,20.15,170.05
2327,1547,93.080,118005,6.15,44.90,20.15,183.15
2328,1548,93.120,119179,6.21,55.46,20.15,194.55
2329,1549,93.160,111234,5.79,62.47,20.55,192.55
2330,1550,93.200,100279,5.22,62.95,20.55,194.35
2331,1551,93.240,95683,4.98,77.33,20.55,209.95
2332,1552,93.280,60081,3.13,75.32,20.55,214.65
2333,1553,93.320,54632,2.85,76.76,20.55,209.55
2334,1554,93.360,56417,2.94,90.29,20.95,225.75
2335,1555,93.400,52807,2.75,78.82,20.95,224.15
2336,1556,93.440,68869,3.59,56.49,20.55,225.35
2337,1557,93.480,71259,3.71,42.82,20.55,186.45
2338,1558,93.520,63887,3.33,28.80,20.55,46.55
2339,1559,93.560,62974,3.28,28.69,20.15,45.25
2340,1560,93.600,72211,3.76,31.05,20.15,84.65
2341,1561,93.640,67221,3.50,29.68,20.55,46.55
2342,1562,93.680,69913,3.64,30.50,20.15,67.05
2343,1563,93.720,62918,3.28,29.24,20.15,47.85
2344,1564,93.760,72785,3.79,30.90,20.15,54.75
2345,1565,93.800,65623,3.42,30.57,20.55,51.45
2346,1566,93.840,65419,3.41,30.33,20.15,53.65
2347,1567,93.880,65040,3.39,30.14,20.15,58.75
2348,1568,93.920,63900,3.33,29.84,20.15,53.35
2349,1569,93.960,64475,3.36,29.94,19.65,50.15
2350,1570,94.000,60740,3.16,29.41,19.65,49.85
2351,1571,94.040,62375,3.25,29.31,19.35,56.35
2352,1572,94.080,58592,3.05,27.97,18.85,52.65
2353,1573,94.120,57099,2.97,26.75,18.55,48.55
2354,1574,94.160,57997,3.02,26.18,18.55,43.95
2355,1575,94.200,55879,2.91,25.54,17.55,40.55
2356,1576,94.240,55531,2.89,24.97,17.55,39.55
2357,1577,94.280,55333,2.88,24.67,17.25,39.05
2358,1578,94.320,53936,2.81,24.39,16.75,38.75
2359,1579,94.360,53124,2.77,23.29,16.75,36.65
2360,1580,94.400,51745,2.70,22.58,16.35,38.45
2361,1581,94.440,50501,2.63,22.24,16.35,36.65
2362,1582,94.480,50175,2.61,21.78,15.95,35.65
2363,1583,94.520,50806,2.65,21.34,15.45,35.65
2364,1584,94.560,49472,2.58,21.01,15.45,37.75
2365,1585,94.600,47898,2.49,20.42,14.95,34.85
2366,1586,94.640,48229,2.51,20.12,14.55,35.65
2367,1587,94.680,45951,2.39,19.63,14.25,28.55
2368,1588,94.720,50225,2.62,19.09,14.25,27.75
2369,1589,94.760,48220,2.51,18.27,14.25,25.85
2370,1590,94.800,52994,2.76,18.23,13.65,33.15
2371,1591,94.840,53657,2.79,17.83,13.25,33.75
2372,1592,94.880,57255,2.98,17.56,13.25,27.75
2373,1593,94.920,58017,3.02,17.06,12.35,33.45
2374,1594,94.960,57466,2.99,16.63,12.35,27.05
2375,1595,95.000,58162,3.03,15.92,12.35,26.25
2376,1596,95.040,65979,3.44,16.14,11.75,27.75
2377,1597,95.080,71870,3.74,16.99,11.75,35.95
2378,1598,95.120,78321,4.08,17.46,11.45,35.65
2379,1599,95.160,92891,4.84,18.21,11.45,37.75
2380,1600,95.200,92719,4.83,18.02,11.05,37.05
2381,1601,95.240,90404,4.71,17.72,11.05,37.75
2382,1602,95.280,89864,4.68,17.46,10.55,36.65
2383,1603,95.320,89363,4.65,17.47,10.15,36.35
2384,1604,95.360,92122,4.80,17.63,10.15,35.95
2385,1605,95.400,94287,4.91,17.54,9.55,35.95
2386,1606,95.440,97054,5.05,17.26,9.15,35.65
2387,1607,95.480,96289,5.02,17.01,9.15,35.35
2388,1608,95.520,96455,5.02,16.66,8.25,35.35
2389,1609,95.560,94538,4.92,15.90,7.75,34.45
2390,1610,95.600,93011,4.84,15.47,6.85,33.75
2391,1611,95.640,88933,4.63,15.26,6.35,34.15
2392,1612,95.680,88791,4.62,15.26,6.35,34.15
2393,1613,95.720,87906,4.58,15.52,6.35,33.45
2394,1614,95.760,75113,3.91,15.74,6.35,33.45
2395,1615,95.800,83306,4.34,15.63,6.85,33.15
2396,1616,95.840,87626,4.56,15.48,6.85,32.75
2397,1617,95.880,90475,4.71,15.21,8.25,32.25
2398,1618,95.920,94309,4.91,14.96,7.75,32.75
2399,1619,95.960,88571,4.61,15.29,8.25,32.25
2400,1620,96.000,88791,4.62,15.25,8.25,32.25
2401,1621,96.040,85359,4.45,15.48,7.75,32.25
2402,1622,96.080,87059,4.53,15.39,7.75,32.75
2403,1623,96.120,89073,4.64,15.21,8.25,31.85
2404,1624,96.160,93372,4.86,15.05,8.25,31.85
2405,1625,96.200,96223,5.01,14.95,8.25,32.25
2406,1626,96.240,77765,4.05,15.59,8.25,31.85
2407,1627,96.280,100072,5.21,14.78,8.25,31.85
2408,1628,96.320,80890,4.21,15.50,8.25,31.85
2409,1629,96.360,82968,4.32,15.64,8.25,31.85
2410,1630,96.400,89438,4.66,15.46,7.75,31.55
2411,1631,96.440,87736,4.57,15.57,8.25,31.55
2412,1632,96.480,81768,4.26,15.96,8.25,31.85
2413,1633,96.520,79953,4.16,16.06,8.25,32.25
2414,1634,96.560,80073,4.17,16.18,8.25,31.85
2415,1635,96.600,82457,4.29,16.09,8.25,32.25
2416,1636,96.640,84366,4.39,15.98,8.25,31.55
2417,1637,96.680,85843,4.47,16.00,8.25,31.85
2418,1638,96.720,89246,4.65,16.13,8.25,31.85
2419,1639,96.760,88862,4.63,16.24,8.25,32.25
2420,1640,96.800,89133,4.64,16.31,8.25,32.25
2421,1641,96.840,87883,4.58,16.41,8.25,32.25
2422,1642,96.880,77970,4.06,16.64,8.25,32.25
2423,1643,96.920,81637,4.25,16.43,8.25,32.25
2424,1644,96.960,80022,4.17,16.46,8.25,31.85
2425,1645,97.000,81970,4.27,16.23,7.75,31.85
2426,1646,97.040,82266,4.28,16.27,7.75,31.85
2427,1647,97.080,83656,4.36,16.28,7.75,31.85
2428,1648,97.120,83346,4.34,16.34,8.25,31.85
2429,1649,97.160,83385,4.34,16.06,7.75,31.55
2430,1650,97.200,83627,4.36,15.92,7.75,31.55
2431,1651,97.240,84216,4.39,15.92,7.75,31.55
2432,1652,97.280,83269,4.34,16.13,7.75,31.55
2433,1653,97.320,81120,4.23,16.12,7.25,31.55
2434,1654,97.360,81445,4.24,15.96,7.75,31.55
2435,1655,97.400,80529,4.19,16.15,7.75,31.55
2436,1656,97.440,79730,4.15,16.11,7.75,31.55
2437,1657,97.480,80664,4.20,16.20,7.75,33.45
2438,1658,97.520,83240,4.34,16.16,8.25,35.35
2439,1659,97.560,85137,4.43,16.20,7.75,33.45
2440,1660,97.600,84397,4.40,16.12,7.75,32.75
2441,1661,97.640,81644,4.25,16.18,7.75,32.75
2442,1662,97.680,85980,4.48,15.82,7.75,33.15
2443,1663,97.720,87778,4.57,15.35,7.75,31.85
2444,1664,97.760,82998,4.32,15.63,7.75,31.85
2445,1665,97.800,69419,3.62,16.46,7.75,32.75
2446,1666,97.840,68128,3.55,16.61,7.75,32.75
2447,1667,97.880,80533,4.19,16.10,8.25,32.75
2448,1668,97.920,81336,4.24,16.21,7.75,32.75
2449,1669,97.960,71646,3.73,16.81,8.25,33.15
2450,1670,98.000,70822,3.69,16.89,7.25,32.75
2451,1671,98.040,79196,4.12,16.33,7.75,33.15
2452,1672,98.080,82336,4.29,16.15,7.75,32.75
2453,1673,98.120,84040,4.38,16.10,7.75,32.75
2454,1674,98.160,82592,4.30,16.08,7.75,33.15
2455,1675,98.200,86193,4.49,15.96,7.75,32.75
2456,1676,98.240,87862,4.58,15.75,7.25,33.15
2457,1677,98.280,74330,3.87,16.42,7.75,32.75
2458,1678,98.320,74632,3.89,16.57,7.75,33.15
2459,1679,98.360,71480,3.72,17.05,7.75,33.15
2460,1680,98.400,69001,3.59,17.56,8.25,33.15
2461,1681,98.440,70587,3.68,17.92,8.25,33.75
2462,1682,98.480,78348,4.08,17.80,7.75,35.65
2463,1683,98.520,80190,4.18,17.93,8.25,35.35
2464,1684,98.560,76275,3.97,18.19,8.25,35.65
2465,1685,98.600,76186,3.97,18.48,9.55,35.35
2466,1686,98.640,79045,4.12,18.22,9.55,35.35
2467,1687,98.680,83406,4.34,17.87,9.55,35.65
2468,1688,98.720,82630,4.30,17.83,9.55,34.85
2469,1689,98.760,76718,4.00,18.36,9.15,35.65
2470,1690,98.800,79049,4.12,18.15,8.65,35.35
2471,1691,98.840,81849,4.26,17.85,9.15,35.65
2472,1692,98.880,81829,4.26,17.70,9.15,35.95
2473,1693,98.920,83330,4.34,17.51,9.15,35.35
2474,1694,98.960,66681,3.47,18.60,8.25,35.95
2475,1695,99.000,77917,4.06,17.75,8.25,34.85
2476,1696,99.040,66824,3.48,18.49,8.25,34.45
2477,1697,99.080,68838,3.59,18.13,8.25,33.75
2478,1698,99.120,76995,4.01,17.47,7.75,34.15
2479,1699,99.160,80587,4.20,17.28,8.25,34.15
2480,1700,99.200,80562,4.20,16.87,8.25,33.45
2481,1701,99.240,81548,4.25,16.90,8.25,33.45
2482,1702,99.280,80298,4.18,16.77,7.75,33.45
2483,1703,99.320,73229,3.81,16.99,7.75,33.45
2484,1704,99.360,77547,4.04,16.49,7.75,33.45
2485,1705,99.400,77535,4.04,16.39,7.75,33.45
2486,1706,99.440,76415,3.98,16.38,7.75,32.75
2487,1707,99.480,77893,4.06,16.22,8.25,32.75
2488,1708,99.520,77461,4.03,16.32,8.25,32.75
2489,1709,99.560,77031,4.01,16.57,7.75,32.75
2490,1710,99.600,73279,3.82,17.24,7.75,33.15
2491,1711,99.640,77677,4.05,17.50,8.25,34.45
2492,1712,99.680,82643,4.30,17.76,7.75,35.35
2493,1713,99.720,85454,4.45,18.40,7.75,35.65
2494,1714,99.760,86421,4.50,18.63,7.75,35.35
2495,1715,99.800,86201,4.49,19.38,7.75,34.85
2496,1716,99.840,86371,4.50,19.47,8.25,33.75
2497,1717,99.880,97877,5.10,18.83,7.75,31.55
2498,1718,99.920,104964,5.47,18.60,7.75,31.55
2499,1719,99.960,110057,5.73,18.19,8.25,31.55
2500,1720,100.000,113717,5.92,17.78,7.75,31.55
2501,1721,100.040,111483,5.81,17.73,7.75,31.55
2502,1722,100.080,107728,5.61,18.05,7.75,33.15
2503,1723,100.120,103463,5.39,18.16,7.75,155.95
2504,1724,100.160,87386,4.55,17.35,7.75,31.55
2505,1725,100.200,88660,4.62,17.12,7.75,31.55
2506,1726,100.240,110899,5.78,17.80,7.75,143.55
2507,1727,100.280,81865,4.26,18.40,8.25,33.75
2508,1728,100.320,72105,3.76,18.98,8.25,33.75
2509,1729,100.360,75285,3.92,18.93,9.15,34.85
2510,1730,100.400,79203,4.13,19.22,8.25,35.65
2511,1731,100.440,79305,4.13,19.79,8.65,35.35
2512,1732,100.480,79546,4.14,20.45,8.65,35.35
2513,1733,100.520,83353,4.34,21.31,9.55,35.35
2514,1734,100.560,64348,3.35,22.50,10.15,35.65
2515,1735,100.600,63349,3.30,22.80,10.55,35.35
2516,1736,100.640,67151,3.50,23.13,10.55,35.65
2517,1737,100.680,67956,3.54,23.83,10.55,35.65
2518,1738,100.720,72887,3.80,24.88,11.05,47.85
2519,1739,100.760,80273,4.18,29.94,11.45,215.15
2520,1740,100.800,82718,4.31,40.56,11.75,224.85
2521,1741,100.840,81436,4.24,57.47,12.35,229.95
2522,1742,100.880,81817,4.26,63.54,12.75,229.85
2523,1743,100.920,73885,3.85,65.46,13.25,236.85
2524,1744,100.960,71581,3.73,57.95,12.75,241.75
2525,1745,101.000,75900,3.95,62.79,12.35,244.45
2526,1746,101.040,75273,3.92,42.53,13.25,246.75
2527,1747,101.080,77323,4.03,26.61,14.25,129.95
2528,1748,101.120,74042,3.86,28.46,14.25,146.15
2529,1749,101.160,76315,3.97,33.97,14.25,215.35
2530,1750,101.200,73648,3.84,36.76,14.55,238.75
2531,1751,101.240,68713,3.58,37.00,14.25,227.05
2532,1752,101.280,58412,3.04,36.78,15.45,210.45
2533,1753,101.320,51064,2.66,39.24,16.75,199.55
2534,1754,101.360,47850,2.49,45.65,24.25,195.75
2535,1755,101.400,46274,2.41,64.63,30.35,237.55
2536,1756,101.440,45882,2.39,85.49,30.35,236.85
2537,1757,101.480,42365,2.21,115.89,33.45,232.05
2538,1758,101.520,42252,2.20,148.49,49.25,234.95
2539,1759,101.560,46449,2.42,161.55,52.05,240.55
2540,1760,101.600,50021,2.61,175.25,38.05,273.95
2541,1761,101.640,46171,2.40,192.46,42.65,278.75
2542,1762,101.680,38052,1.98,201.64,50.75,276.95
2543,1763,101.720,36087,1.88,196.74,31.25,276.85
2544,1764,101.760,41482,2.16,202.42,44.95,273.85
2545,1765,101.800,46595,2.43,189.90,44.65,270.45
2546,1766,101.840,45901,2.39,184.41,20.95,261.65
2547,1767,101.880,72143,3.76,83.32,18.85,236.85
2548,1768,101.920,68492,3.57,79.56,20.15,237.05
2549,1769,101.960,61663,3.21,64.39,20.15,229.15
2550,1770,102.000,61292,3.19,73.07,20.15,231.15
2551,1771,102.040,64525,3.36,81.15,20.15,232.05
2552,1772,102.080,66345,3.46,83.95,20.15,231.15
2553,1773,102.120,65486,3.41,84.60,19.65,230.25
2554,1774,102.160,72133,3.76,92.52,20.55,230.25
2555,1775,102.200,78765,4.10,94.75,20.55,229.15
2556,1776,102.240,118856,6.19,79.32,20.15,228.85
2557,1777,102.280,126815,6.60,78.83,19.35,229.65
2558,1778,102.320,136184,7.09,80.22,19.35,230.35
2559,1779,102.360,71216,3.71,99.31,19.35,226.05
2560,1780,102.400,77092,4.02,102.03,17.55,227.95
2561,1781,102.440,77003,4.01,102.12,17.55,228.45
2562,1782,102.480,67631,3.52,108.71,19.35,228.05
2563,1783,102.520,64574,3.36,117.18,21.75,230.45
2564,1784,102.560,56639,2.95,124.20,23.05,232.65
2565,1785,102.600,56249,2.93,109.61,23.05,233.45
2566,1786,102.640,79212,4.13,100.60,20.55,238.55
2567,1787,102.680,82346,4.29,93.11,22.65,239.75
2568,1788,102.720,73187,3.81,92.24,23.05,240.55
2569,1789,102.760,68220,3.55,89.78,23.05,241.15
2570,1790,102.800,55332,2.88,105.55,23.35,242.15
2571,1791,102.840,51847,2.70,115.71,23.75,242.55
2572,1792,102.880,49127,2.56,130.80,26.55,242.55
2573,1793,102.920,60342,3.14,124.27,28.15,242.65
2574,1794,102.960,64452,3.36,128.15,27.75,242.25
2575,1795,103.000,74829,3.90,130.01,27.35,242.05
2576,1796,103.040,64845,3.38,116.14,27.05,243.25
2577,1797,103.080,83163,4.33,115.16,24.65,245.85
2578,1798,103.120,90805,4.73,110.16,24.25,248.25
2579,1799,103.160,73821,3.84,113.08,22.65,250.45
2580,1800,103.200,73901,3.85,111.82,21.45,252.85
2581,1801,103.240,85282,4.44,106.44,20.15,255.25
2582,1802,103.280,103707,5.40,100.57,20.55,256.45
2583,1803,103.320,126329,6.58,103.62,20.55,257.45
2584,1804,103.360,70896,3.69,68.11,21.45,233.15
2585,1805,103.400,70648,3.68,59.00,21.75,217.05
2586,1806,103.440,48539,2.53,42.88,22.65,189.25
2587,1807,103.480,51590,2.69,48.81,23.05,189.25
2588,1808,103.520,0,0.00,nan,nan,nan
2589,1809,103.560,0,0.00,nan,nan,nan
2590,1810,103.600,35473,1.85,59.32,23.05,176.65
2591,1811,103.640,24070,1.25,69.70,25.05,176.95
2592,1812,103.680,20127,1.05,79.48,25.85,173.75
2593,1813,103.720,0,0.00,nan,nan,nan
2594,1814,103.760,0,0.00,nan,nan,nan
2595,1815,103.800,2485,0.13,35.91,27.35,52.65
2596,1816,103.840,2354,0.12,39.24,28.95,82.15
2597,1817,103.880,3053,0.16,51.26,31.55,107.95
2598,1818,103.920,11386,0.59,29.33,22.65,56.05
2599,1819,103.960,16192,0.84,30.07,23.05,62.25
2600,1820,104.000,29687,1.55,28.47,23.05,81.25
2601,1821,104.040,40848,2.13,31.85,23.35,121.95
2602,1822,104.080,44495,2.32,32.20,23.05,108.95
2603,1823,104.120,42034,2.19,33.37,22.65,98.85
2604,1824,104.160,57400,2.99,42.21,22.65,228.45
2605,1825,104.200,15258,0.79,29.86,22.65,50.15
2606,1826,104.240,0,0.00,nan,nan,nan
2607,1827,104.280,21341,1.11,34.56,23.05,73.85
2608,1828,104.320,8381,0.44,31.47,23.05,59.05
2609,1829,104.360,0,0.00,nan,nan,nan
2610,1830,104.400,0,0.00,nan,nan,nan
2611,1831,104.440,0,0.00,nan,nan,nan
2612,1832,104.480,0,0.00,nan,nan,nan
2613,1833,104.520,0,0.00,nan,nan,nan
2614,1834,104.560,0,0.00,nan,nan,nan
2615,1835,104.600,0,0.00,nan,nan,nan
2616,1836,104.640,0,0.00,nan,nan,nan
2617,1837,104.680,0,0.00,nan,nan,nan
2618,1838,104.720,0,0.00,nan,nan,nan
2619,1839,104.760,0,0.00,nan,nan,nan
2620,1840,104.800,0,0.00,nan,nan,nan
2621,1841,104.840,0,0.00,nan,nan,nan
2622,1842,104.880,0,0.00,nan,nan,nan
2623,1843,104.920,0,0.00,nan,nan,nan
2624,1844,104.960,0,0.00,nan,nan,nan
2625,1845,105.000,0,0.00,nan,nan,nan
2626,1846,105.040,10314,0.54,32.27,25.05,52.65
2627,1847,105.080,13644,0.71,31.31,24.25,57.75
2628,1848,105.120,26899,1.40,32.25,24.25,72.25
2629,1849,105.160,31538,1.64,31.07,23.75,48.55
2630,1850,105.200,35408,1.84,32.49,23.75,56.65
2631,1851,105.240,32409,1.69,34.96,23.75,69.25
2632,1852,105.280,30868,1.61,35.68,24.25,50.75
2633,1853,105.320,34879,1.82,39.83,24.25,95.55
2634,1854,105.360,75090,3.91,51.58,22.65,151.25
2635,1855,105.400,5460,0.28,27.11,23.75,28.95
2636,1856,105.440,20124,1.05,34.92,23.35,93.55
2637,1857,105.480,0,0.00,nan,nan,nan
2638,1858,105.520,0,0.00,nan,nan,nan
2639,1859,105.560,0,0.00,nan,nan,nan
2640,1860,105.600,6635,0.35,27.28,24.25,30.35
2641,1861,105.640,0,0.00,nan,nan,nan
2642,1862,105.680,0,0.00,nan,nan,nan
2643,1863,105.720,0,0.00,nan,nan,nan
2644,1864,105.760,0,0.00,nan,nan,nan
2645,1865,105.800,0,0.00,nan,nan,nan
2646,1866,105.840,0,0.00,nan,nan,nan
2647,1867,105.880,34881,1.82,115.48,39.05,231.45
2648,1868,105.920,0,0.00,nan,nan,nan
2649,1869,105.960,0,0.00,nan,nan,nan
2650,1870,106.000,43627,2.27,120.47,34.15,231.35
2651,1871,106.040,46976,2.45,101.26,23.75,234.75
2652,1872,106.080,50465,2.63,88.37,23.75,231.45
2653,1873,106.120,56272,2.93,75.84,24.25,234.15
2654,1874,106.160,62604,3.26,77.61,24.65,216.65
2655,1875,106.200,62860,3.27,72.87,24.25,208.95
2656,1876,106.240,55520,2.89,72.41,25.85,193.65
2657,1877,106.280,52550,2.74,74.85,31.85,215.45
2658,1878,106.320,50155,2.61,81.71,30.35,215.95
2659,1879,106.360,50298,2.62,109.03,31.25,221.25
2660,1880,106.400,49692,2.59,111.21,30.35,219.75
2661,1881,106.440,47458,2.47,114.71,29.65,220.45
2662,1882,106.480,60010,3.13,125.95,28.95,226.45
2663,1883,106.520,94989,4.95,114.22,28.95,227.45
2664,1884,106.560,52530,2.74,57.92,30.05,210.45
2665,1885,106.600,39528,2.06,71.65,30.35,219.65
2666,1886,106.640,59228,3.08,55.99,29.25,208.25
2667,1887,106.680,56548,2.95,54.72,29.65,173.85
2668,1888,106.720,35765,1.86,46.18,29.65,106.35
2669,1889,106.760,37240,1.94,46.81,29.25,125.85
2670,1890,106.800,36904,1.92,48.42,30.35,126.95
2671,1891,106.840,39733,2.07,51.86,30.05,125.85
2672,1892,106.880,41093,2.14,53.79,29.65,127.95
2673,1893,106.920,20408,1.06,39.26,29.25,54.25
2674,1894,106.960,23625,1.23,39.59,28.55,56.35
2675,1895,107.000,23599,1.23,39.43,27.05,56.05
2676,1896,107.040,29474,1.54,43.54,27.05,153.35
2677,1897,107.080,29620,1.54,41.81,26.55,100.25
2678,1898,107.120,30138,1.57,40.96,26.25,95.55
2679,1899,107.160,26150,1.36,39.33,25.35,103.85
2680,1900,107.200,20084,1.05,35.63,24.25,94.45
2681,1901,107.240,21664,1.13,32.78,24.25,54.75
2682,1902,107.280,32753,1.71,28.34,17.55,44.25
2683,1903,107.320,33928,1.77,27.23,16.75,41.65
2684,1904,107.360,40095,2.09,24.96,16.75,37.75
2685,1905,107.400,56064,2.92,22.94,15.95,34.45
2686,1906,107.440,33546,1.75,22.76,15.45,33.45
2687,1907,107.480,32599,1.70,21.07,15.45,28.95
2688,1908,107.520,35560,1.85,20.58,14.95,27.75
2689,1909,107.560,36975,1.93,19.85,14.95,27.05
2690,1910,107.600,57822,3.01,19.08,14.95,26.55
2691,1911,107.640,34182,1.78,19.01,14.95,25.85
2692,1912,107.680,32198,1.68,18.86,14.25,25.05
2693,1913,107.720,33674,1.75,18.54,14.25,23.75
2694,1914,107.760,32702,1.70,18.47,13.65,23.75
2695,1915,107.800,34643,1.80,18.28,14.25,23.35
2696,1916,107.840,33692,1.75,17.87,13.25,23.05
2697,1917,107.880,36356,1.89,17.79,13.25,22.65
2698,1918,107.920,34831,1.81,17.80,12.75,29.65
2699,1919,107.960,62655,3.26,17.60,11.75,33.15
2700,1920,108.000,69417,3.62,18.66,11.05,34.15
2701,1921,108.040,38527,2.01,17.41,10.55,29.65
2702,1922,108.080,33908,1.77,16.44,10.15,28.95
2703,1923,108.120,36567,1.90,16.23,9.55,31.25
2704,1924,108.160,31972,1.67,15.54,8.65,21.45
2705,1925,108.200,32181,1.68,16.10,8.25,31.25
2706,1926,108.240,31149,1.62,16.71,8.25,31.55
2707,1927,108.280,33791,1.76,17.03,8.25,31.55
2708,1928,108.320,37665,1.96,17.41,7.75,31.85
2709,1929,108.360,37359,1.95,17.80,7.25,32.25
2710,1930,108.400,39060,2.03,17.82,7.75,32.75
2711,1931,108.440,43445,2.26,17.47,6.85,32.75
2712,1932,108.480,44582,2.32,16.68,6.85,31.55
2713,1933,108.520,45026,2.35,16.36,6.35,31.25
2714,1934,108.560,57347,2.99,16.31,6.35,32.25
2715,1935,108.600,46599,2.43,16.67,6.85,32.25
2716,1936,108.640,50110,2.61,16.92,6.85,32.75
2717,1937,108.680,50737,2.64,16.91,6.85,32.75
2718,1938,108.720,45357,2.36,17.02,7.75,32.75
2719,1939,108.760,41894,2.18,17.55,7.75,32.25
2720,1940,108.800,35741,1.86,19.33,9.55,32.75
2721,1941,108.840,39325,2.05,19.10,7.75,32.75
2722,1942,108.880,39158,2.04,19.21,7.75,32.25
2723,1943,108.920,39566,2.06,19.87,7.75,32.75
2724,1944,108.960,34437,1.79,20.90,8.25,32.75
2725,1945,109.000,33791,1.76,21.39,11.05,32.75
2726,1946,109.040,38329,2.00,20.62,7.75,32.75
2727,1947,109.080,33188,1.73,21.25,7.75,32.75
2728,1948,109.120,35860,1.87,21.00,7.75,32.25
2729,1949,109.160,35604,1.85,20.64,8.25,32.75
2730,1950,109.200,40089,2.09,20.24,9.55,32.25
2731,1951,109.240,39450,2.05,20.14,9.55,31.85
2732,1952,109.280,39910,2.08,20.02,9.55,31.85
2733,1953,109.320,41109,2.14,19.73,9.15,32.25
2734,1954,109.360,37321,1.94,20.08,9.55,32.75
2735,1955,109.400,40899,2.13,19.49,9.15,32.25
2736,1956,109.440,40342,2.10,19.29,9.15,32.75
2737,1957,109.480,36110,1.88,18.82,8.25,32.25
2738,1958,109.520,36310,1.89,18.30,8.25,32.75
2739,1959,109.560,35286,1.84,17.73,7.75,32.25
2740,1960,109.600,35069,1.83,17.58,8.25,32.25
2741,1961,109.640,35261,1.84,17.77,8.25,32.75
2742,1962,109.680,35313,1.84,17.71,8.25,32.25
2743,1963,109.720,34909,1.82,18.11,8.25,32.25
2744,1964,109.760,35255,1.84,18.48,8.65,32.25
2745,1965,109.800,36588,1.91,18.38,8.65,32.25
2746,1966,109.840,38942,2.03,18.34,8.25,32.25
2747,1967,109.880,40104,2.09,18.17,8.65,32.25
2748,1968,109.920,39162,2.04,18.07,8.25,32.25
2749,1969,109.960,38335,2.00,17.85,9.15,32.25
2750,1970,110.000,36434,1.90,17.40,8.65,32.25
2751,1971,110.040,36086,1.88,17.48,8.25,32.75
2752,1972,110.080,36387,1.90,17.61,8.65,32.25
2753,1973,110.120,38465,2.00,17.43,7.75,32.25
2754,1974,110.160,51673,2.69,17.49,7.75,32.25
2755,1975,110.200,39803,2.07,16.60,7.75,32.25
2756,1976,110.240,40376,2.10,16.41,7.75,31.85
2757,1977,110.280,40420,2.11,16.27,7.75,31.85
2758,1978,110.320,39230,2.04,16.09,7.75,32.25
2759,1979,110.360,39162,2.04,16.42,7.25,32.25
2760,1980,110.400,41399,2.16,16.64,7.75,31.85
2761,1981,110.440,41528,2.16,16.21,7.75,31.55
2762,1982,110.480,41774,2.18,16.03,7.75,31.25
2763,1983,110.520,61151,3.18,16.72,7.75,31.85
2764,1984,110.560,62316,3.25,16.71,7.75,31.85
2765,1985,110.600,62089,3.23,16.76,7.75,31.85
2766,1986,110.640,62461,3.25,16.73,7.75,31.85
2767,1987,110.680,62697,3.27,16.64,7.75,31.55
2768,1988,110.720,62922,3.28,16.60,7.75,31.85
2769,1989,110.760,62858,3.27,16.56,7.75,31.85
2770,1990,110.800,62126,3.24,16.84,7.75,31.85
2771,1991,110.840,42713,2.22,17.60,7.75,32.25
2772,1992,110.880,41614,2.17,17.39,7.75,32.25
